2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
889   "Dear Local Newspaper, I think computers have ...      8       8     0
412   "Dier: newspaper I thingk the computers are be...      7       4    -3
992   "Dear @CAPS1 @CAPS2, @CAPS3't it about time we...      9       8    -1
875   "Almost every family has access to a computer....     12       8    -4
750   "Dear Newspaper, The question is whether or no...      9       6    -3
898   "Dear Local newspaper, @CAPS1 opinion is yes p...      7       4    -3
70    "Dear newspaper, @CAPS1 people think that comp...      8       8     0
661   "Dear local Newspaper, Have you ever wondered ...      6       6     0
67    "Dear @CAPS1, A recent study by scientists sho...     10       6    -4
222   "Dear fellow citizens, @CAPS1 think if you had...     10       6    -4
962   "Dear local newspaper, Those who do support ad...      9      14     5
701   "Dear NewsPaper @CAPS1, Have you ever taken in...     10       8    -2
630   "Dear local newspaper, A question that recentl...     10       6    -4
576   "Dear @CAPS1, @CAPS2 people have computers, an...      9       6    -3
1051  "Dear local newspaper editor, @CAPS1 you love ...      8       6    -2
786   "I think we need our computers. If we dont hav...      7       6    -1
116   "Dear local news paper I think the computers b...      8       6    -2
994   "Dear @CAPS1 of the @CAPS2 @CAPS3 @CAPS4, comp...     12       8    -4
587   "Dear: @CAPS1 @CAPS2 I think computer are one ...      8       6    -2
91    "Dear Newspaper, ""@CAPS1 a computer @CAPS15?"...      8       6    -2
571   "What do you think about computers? I think co...      9       6    -3
673   "Dear @CAPS1 of The Local Newspaper: @CAPS2 st...     10       8    -2
386   "Dear Local Newspaper: @CAPS1 you think comput...      8      10     2
911   "Dear newspaper, @CAPS1, my name is @PERSON1 a...      9       6    -3
532   "Dear local news paper, Computers are powerful...      9       6    -3
556   "Dear local Newspaper, @CAPS1 opinion on the a...      9       6    -3
728   "I think that the computers are good to be use...      7       8     1
6     My three detaileds for this news paper article...      6       4    -2
530   "@ORGANIZATION1, "@CAPS1 not advance in techno...     12       7    -5
1027  "To the local Newspaper, I think using compute...      8       8     0
783   "Dear @CAPS1 people, Your have been told that ...      8       6    -2
238   "Dear The @CAPS1 @CAPS2 @CAPS3, Computers are ...      8       8     0
53    "Dear Local Newspaper, @CAPS1 opinion on the f...      8       6    -2
739   "Dear Local newspaper, I just read about your ...      8       8     0
651   "Dear Newspaper, Have you ever stopped to thin...      9       6    -3
810   "In my opinion having computer is good to have...      8       6    -2
367   "Dear local Newspaper A lot more people uses c...     10       6    -4
613   "Dear all computer lovers, i do think you are ...      9       6    -3
221   "I think that we should have computers. Becaus...      4       4     0
437   "Dear local @CAPS1 I hear you are not sure if ...      7       6    -1
400   "Dear, Newspaper I am writing to persuade to p...      8       8     0
954   "Dear local news papers, I'm writing to tell y...      7       6    -1
376   "Computers have helped people tramendisly over...     10       6    -4
948   "Dear local newspaper, @CAPS1 name is @CAPS2 @...      8       6    -2
879   "Debates have come up on whether or not comput...     11       8    -3
346   "Many people debate on whether on net computer...     10       6    -4
483   "Dear @CAPS1, @CAPS2 people are using technolo...      8       8     0
174   "Dear @CAPS1, @CAPS2 do you think is the best ...      8       6    -2
866   "Dear @CAPS1, I dont think that computers are ...      8       6    -2
1035  "Dear local newspaper, I strongly believe comp...      8       8     0
527   "Dear Newspaper writers, I belev that difrent ...      5       4    -1
121   "Dear Newspaper, I think Computers are good fo...      7       6    -1
822   "Dear @CAPS1 @CAPS2 you ever just wanna go out...      8       4    -4
736   "Dear newspaper, @CAPS1 computers does have so...      8       6    -2
1038  "Dear @CAPS1, Computers tend to have more nega...      9       6    -3
51    "I personally think that people should not spe...      9       8    -1
230   In my opinion i think that computers help peop...      2       4     2
761   "To whom @CAPS5 @MONTH1 concern, @CAPS1 the jo...     10       8    -2
443   "Can you imagine a world full of lifeless zomb...      9       6    -3
106   "Dear The @ORGANIZATION1, @CAPS1 I can see bot...      9       6    -3
495   "Computers are a good benefit to society they ...      8       6    -2
235   "Dear, @ORGANIZATION1. There has been lots of ...      8       6    -2
921   "Dear local Newspaper, @CAPS1 opinion on the e...      8       6    -2
1029  "Dear @CAPS1, I remember when I was younger my...     11       6    -5
652   "How would you like to got a ""@CAPS1"" on you...     10       6    -4
351   "Dear local newspaper, I strongly belive that ...      8       6    -2
809   "Dear @CAPS1 @CAPS2 @CAPS3, I agree that the e...      7       6    -1
333   "I beleive that computers are helpful, and use...      8       8     0
348   "Dear Local newspaper, @CAPS1 you have a compu...     11       8    -3
486   "Dear @CAPS1 @CAPS2 @CAPS3, I think computers ...      6       4    -2
552   "Dear Newspaper, @ORGANIZATION1 has an essay d...     10       8    -2
65    "I think computer have shaped @LOCATION1 to wh...      8       8     0
849   "Dear @CAPS1 @CAPS2, I understand that there h...      8       6    -2
912   "To whom it @MONTH1 concern, To many people it...      8       6    -2
1041  "Dear @LOCATION1 press, I have recently heard ...      9       8    -1
1010  Dear @PERSON1 I think myself that the computer...      6       4    -2
670   "Some experts are concerned that people are sp...     11       7    -4
986   "Dear @PERSON1, The use of computers is not be...      7       8     1
368   "The effect of people using computers isn't an...      6       6     0
19    "Dear local newspaper, Computers are they a go...     10       8    -2
997   "To: @CAPS1 this letter concerns, Computers ar...      6       6     0
216   "Dear @ORGANIZATION1 have effects on people an...      8       6    -2
518   "Dear Newspaper, People use computers in their...     10       8    -2


2025-06-20 02:52:52,484 - result - CRITICAL - ESSAY SET 2:

2025-06-20 03:02:15,322 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
959   I believe books are writen for a reason and th...      6       4    -2
40    "I am a citizen of the @LOCATION1 and I believ...      8       6    -2
1055  "I think there should be no books taken off th...      7       6    -1
1008  "Yes I do believe that any book found offensiv...      6       6     0
383   "What are we hiding from? Is personal expressi...      8       7    -1
248   "When it comes to the decision of certain mate...      8       6    -2
234   "Should certain materials, such as books, musi...      6       4    -2
572   "Libraries have so many books, and books that ...      5       4    -1
585   "There are many books, music, movies, and mage...      8       7    -1
972   "If you take offense to certian things, you sh...      7       5    -2
796   I find it intresting that people think that it...      4       4     0
1074  There should not be sensorship on the books in...      4       4     0
36    "Comics, romance, adventure books, and mystery...      8       6    -2
634   "My name is @CAPS1 and my views on censorship ...      6       5    -1
787   "@CAPS1 is the freedom of speech to be able to...      7       5    -2
397   "Okay, to me, people are way to moral in the m...      6       5    -1
410   "Library Censorship     Everyone has their fav...      8       8     0
103   "While their are many books written out thier ...      6       4    -2
377   "I belive if the books, music, movies, magazin...      6       5    -1
267   "Every parent wants to protect their child's i...      8       8     0
1007  "Everyone has an opinion. Don't you agree? Tha...      7       8     1
304   "This writing is socially unacceptable! There ...      8       4    -4
673   "Yes, I believe that certian materials should ...      8       6    -2
912   "First, libraries are a good source of informa...      7       7     0
854   "Have you ever watched a movie that had some s...      6       5    -1
1073  "Dear Newspaper @CAPS1     @CAPS2 my name is @...      7       5    -2
424   "Some books in libraries offended some people....      3       3     0
681   "Most people have been debating on whether or ...      5       6     1
632   "Do I belive that ceratin materials should be ...      4       2    -2
1071  "Need help with Censorship in @ORGANIZATION1  ...      6       4    -2
518   "Censorship in Libraries     The library prese...      8       6    -2
172   "Should books, magazines, music, and movies be...      6       7     1
444   Their are some books that should not be remove...      5       4    -1
536   "To begin with, a woman might read a book abou...      6       4    -2
1012  "When you have children would you want to shie...      8       6    -2
731   "I actually do believe that they should be abl...      6       5    -1
143   I dont think there should be any censorship go...      4       4     0
1017  "When someone goes to the library, there is mu...      8       6    -2
37    "To start, if any materials in the library suc...      6       4    -2
387   "The way that the books, musics ,ect. are made...      4       4     0
336   "My view opposes the open distribution of cert...      8       6    -2
935   "'Everyone has @CAPS1 @CAPS2'     @CAPS3 is tr...      8       5    -3
77    "All of us have rights, all of us have the sam...      6       6     0
834   "Libraries are for children, and adults of all...      8       6    -2
954   "When you go into a library have you ever seen...      7       7     0
841   "No because all people like to read different ...      7       6    -1
611   "The ideas conveyed by literature, music, and ...      8       8     0
848   "Censorship in the libraries. Do you think tha...      6       4    -2
42    "Dear @CAPS1,      @CAPS2 name is @PERSON1. I ...      8       7    -1
89    "I belive that certain materials such as books...      8       7    -1
465   "I think that all books, music,movies,magazine...      5       4    -1
648   "I think what ever is offensive should be take...      4       5     1
452   "Is the censorship in libraries really necessa...      7       4    -3
159   "Dear Newspaper,     I don't think there shoul...      6       6     0
579   "Books have been around for hundreds and hundr...      7       6    -1
391   "I strongly disagree.I think that materials sh...      6       3    -3
638   the scary book that you dont want your childre...      3       2    -1
907   "If there is any books, movies, music or magiz...      6       4    -2
670   "The question was asked 'Do you believe certia...      7       6    -1
314   "Censorship          Should certain materials ...      8       7    -1
38    "Freedom of press is a right not many countrie...      7       7     0
743   "There are many books in the library that shou...      6       6     0
749   "You know when you find a @LOCATION1 book on t...      6       5    -1
736   "Two of the many privaleges that we have as @C...      7       7     0
108   "No books should be taken off the shelf. Most ...      6       6     0
612   "Materials that are found offensive should not...      8       6    -2
